日期時間,土壤溫度 (°C),土壤濕度 (%),土壤導電度 (μS/cm),淋溶液水位 (mm),淋溶液導電度 (μS/cm),淋溶液溫度 (°C),雨量 (mm),左區日灌溉量(L),右區日灌溉量(L)
2017-02-18 10:00:03,19.7,21.2,0,8,0,24.4,0,,,
2017-02-18 11:00:01,19.9,21.3,0,9,0,24.4,0,,,
2017-02-18 12:00:00,20.2,21.3,0.01,8,0,24.4,0,,,
2017-02-18 13:00:02,20.5,21.4,0.01,6,0,24.4,0,,,
2017-02-18 14:00:01,21.2,21.4,0.01,7,0,24.4,0,,,
2017-02-18 15:00:02,22.1,21.5,0.01,8,0,24.4,0,,,
2017-02-18 16:00:01,22.9,21.6,0,8,0,24.4,0,,,
2017-02-18 17:00:00,23.4,21.6,0,7,0,24.4,0,,,
2017-02-18 18:00:02,23.6,21.6,0.01,9,0,24.4,0,,,
2017-02-18 19:00:00,23.5,21.6,0.01,8,0,24.4,0,,,
2017-02-18 20:00:02,23.3,21.6,0,7,0,24.4,0,,,
2017-02-18 21:00:01,23,21.6,0,7,0,24.4,0,,,
2017-02-18 22:00:00,22.8,21.5,0,7,0,24.4,0,,,
2017-02-18 23:00:02,22.5,21.4,0,8,0,24.4,0,,,
2017-02-19 00:00:01,22.2,21.4,0,8,0,24.4,0,,,
2017-02-19 01:00:03,22,21.4,0.01,8,0,24.4,0,,,
2017-02-19 02:00:01,21.7,21.3,0,7,0,24.4,0,,,
2017-02-19 03:00:00,21.5,21.3,0.01,6,0,24.4,0,,,
2017-02-19 04:00:02,21.3,21.3,0.01,7,0,24.4,0,,,
2017-02-19 05:00:01,21.1,21.2,0,6,0,24.4,0,,,
2017-02-19 06:00:00,20.8,21.2,0.01,8,0,24.4,0,,,
2017-02-19 07:00:02,20.6,21.2,0,8,0,24.4,0,,,
2017-02-19 08:00:00,20.5,21.1,0,7,0,24.4,0,,,
2017-02-19 09:00:02,20.3,21.2,0,8,0,24.4,0,,,
2017-02-19 10:00:01,20.4,21.2,0.01,9,0,24.4,0,,,
2017-02-19 11:00:00,20.6,21.2,0.01,8,0,24.4,0,,,
2017-02-19 12:00:02,20.9,21.3,0.01,9,0,24.4,0,,,
2017-02-19 13:00:00,21.3,21.3,0.01,8,0,24.4,0,,,
2017-02-19 14:00:02,21.9,21.4,0.01,9,0,24.4,0,,,
2017-02-19 15:00:01,22.6,21.4,0.01,10,0,24.4,0,,,
2017-02-19 16:00:00,23.2,21.5,0,9,0,24.4,0,,,
2017-02-19 17:00:02,23.6,21.5,0.01,9,0,24.4,0,,,
2017-02-19 18:00:00,23.7,21.5,0,8,0,24.4,0,,,
2017-02-19 19:00:02,23.6,21.5,0.01,9,0,24.4,0,,,
2017-02-19 20:00:01,23.4,21.5,0.01,8,0,24.4,0,,,
2017-02-19 21:00:00,23.2,21.4,0,8,0,24.4,0,,,
2017-02-19 22:00:01,23.1,21.4,0.01,7,0,24.4,0,,,
2017-02-19 23:00:00,22.9,21.4,0.01,8,0,24.4,0,,,
2017-02-20 00:00:02,22.8,21.3,0,8,0,24.4,0,,,
2017-02-20 01:00:01,22.6,21.3,0,7,0,24.4,0,,,
2017-02-20 02:00:03,22.4,21.3,0.01,9,0,24.4,0,,,
2017-02-20 03:00:01,22.3,21.3,0.01,8,0,24.4,0,,,
2017-02-20 04:00:00,22.1,21.2,0,9,0,24.4,0,,,
2017-02-20 05:00:02,22,21.2,0.01,10,0,24.4,0,,,
2017-02-20 06:00:01,21.9,21.2,0,8,0,24.4,0,,,
2017-02-20 07:00:03,21.8,21.2,0,8,0,24.4,0,,,
2017-02-20 08:00:01,21.7,21.2,0,8,0,24.4,0,,,
2017-02-20 09:00:00,21.7,21.2,0.01,8,0,24.4,0,,,
2017-02-20 10:00:02,21.8,21.2,0,9,0,24.4,0,,,
2017-02-20 11:00:01,22.1,21.2,0.01,8,0,24.4,0,,,
2017-02-20 12:00:00,22.5,21.3,0.01,8,0,24.4,0,,,
2017-02-20 13:00:02,22.9,21.3,0.01,7,0,24.4,0,,,
2017-02-20 14:00:00,23.4,21.4,0.01,9,0,24.4,0,,,
2017-02-20 15:00:02,24,21.4,0,8,0,24.4,0,,,
2017-02-20 16:00:01,24.6,21.5,0,8,0,24.4,0,,,
2017-02-20 17:00:00,25,21.5,0,9,0,24.4,0,,,
2017-02-20 18:00:01,25.2,21.6,0.01,8,0,24.4,0,,,
2017-02-20 19:00:00,25.2,21.5,0.01,9,0,24.4,0,,,
2017-02-20 20:00:02,25.1,21.5,0.01,9,0,24.4,0,,,
2017-02-20 21:00:01,25,21.4,0,8,0,24.4,0,,,
2017-02-20 22:00:03,24.8,21.4,0,8,0,24.4,0,,,
2017-02-20 23:00:01,24.6,21.4,0,8,0,24.4,0,,,
2017-02-21 00:00:00,24.5,21.3,0.01,8,0,24.4,0,,,
2017-02-21 01:00:02,24.2,21.3,0,9,0,24.4,0,,,
2017-02-21 02:00:01,24.1,21.3,0,10,0,24.4,0,,,
2017-02-21 03:00:03,24,21.3,0,9,0,24.4,0,,,
2017-02-21 04:00:01,23.8,21.2,0,9,0,24.3,0,,,
2017-02-21 05:00:00,23.7,21.2,0,8,0,24.3,0,,,
2017-02-21 06:00:02,23.5,21.2,0,8,0,24.4,0,,,
2017-02-21 07:00:01,23.4,21.2,0,7,0,24.4,0,,,
2017-02-21 08:00:03,23.2,21.2,0.01,7,0,24.3,0,,,
2017-02-21 09:00:01,23,21.2,0,8,0,24.4,0,,,
2017-02-21 10:00:00,23.1,21.2,0,8,0,24.3,0,,,
2017-02-21 11:00:02,23.3,21.2,0,9,0,24.3,0,,,
2017-02-21 12:00:01,23.7,21.2,0,8,0,24.3,0,,,
2017-02-21 13:00:02,24.1,21.2,0.01,7,0,24.3,0,,,
2017-02-21 14:00:01,24.5,21.3,0.01,8,0,24.3,0,,,
2017-02-21 15:00:00,25,21.3,0.01,8,0,24.3,0,,,
2017-02-21 16:00:02,25.2,21.4,0.01,9,0,24.3,0,,,
2017-02-21 17:00:01,25.3,21.4,0,8,0,24.3,0,,,
2017-02-21 18:00:02,25.4,21.4,0,8,0,24.3,0,,,
2017-02-21 19:00:01,25.3,21.3,0,9,0,24.3,0,,,
2017-02-21 20:00:00,25.2,21.3,0,8,0,24.3,0,,,
2017-02-21 21:00:02,25,21.3,0,8,0,24.3,0,,,
2017-02-21 22:00:00,24.9,21.2,0.01,8,0,24.3,0,,,
2017-02-21 23:00:02,24.7,21.2,0,8,0,24.3,0,,,
2017-02-22 00:00:01,24.5,21.2,0,8,0,24.3,0,,,
2017-02-22 01:00:00,24.4,21.2,0,8,0,24.3,0,,,
2017-02-22 02:00:02,24.2,21.2,0,6,0,24.3,0,,,
2017-02-22 03:00:00,24,21.2,0,8,0,24.3,0,,,
2017-02-22 04:00:02,23.9,21.1,0,8,0,24.3,0,,,
2017-02-22 05:00:01,23.7,21.1,0,9,0,24.3,0,,,
2017-02-22 06:00:00,23.6,21.1,0.01,8,0,24.3,0,,,
2017-02-22 07:00:02,23.3,21,0,9,0,24.3,0,,,
2017-02-22 08:00:00,23.3,21,0,8,0,24.3,0,,,
2017-02-22 09:00:02,23.2,21,0,9,0,24.3,0,,,
2017-02-22 10:00:01,23.3,21.1,0,9,0,24.3,0,,,
2017-02-22 11:00:00,23.7,21.1,0,9,0,24.3,0,,,
2017-02-22 12:00:02,24.1,21.2,0.01,9,0,24.3,0,,,
2017-02-22 13:00:00,24.5,21.2,0,7,0,24.3,0,,,
2017-02-22 14:00:02,24.9,21.3,0,8,0,24.3,0,,,
2017-02-22 15:00:01,25.3,21.3,0,9,0,24.3,0,,,
2017-02-22 16:00:00,25.4,21.3,0,8,0,24.3,0,,,
2017-02-22 17:00:02,25.4,21.3,0,7,0,24.3,0,,,
2017-02-22 18:00:01,25.4,21.3,0,7,0,24.3,0,,,
2017-02-22 19:00:02,25.4,21.3,0,8,0,24.3,0,,,
2017-02-22 20:00:01,25.3,21.2,0,7,0,24.3,0,,,
2017-02-22 21:00:00,25.1,21.2,0,7,0,24.3,0,,,
2017-02-22 22:00:02,25,21.2,0,8,0,24.3,0,,,
2017-02-22 23:00:00,24.9,21.1,0,8,0,24.3,0,,,
2017-02-23 00:00:02,24.7,21.1,0,7,0,24.3,0,,,
2017-02-23 01:00:01,24.6,21.1,0,7,0,24.3,0,,,
2017-02-23 02:00:00,24.5,21.1,0,8,0,24.3,0,,,
2017-02-23 03:00:02,24.4,21.1,0,6,0,24.3,0,,,
2017-02-23 04:00:00,24.2,21,0,7,0,24.3,0,,,
2017-02-23 05:00:02,24.2,21,0,7,0,24.3,0,,,
2017-02-23 06:00:01,24.1,21,0,8,0,24.3,0,,,
2017-02-23 07:00:00,24,21,0,8,0,24.3,0,,,
2017-02-23 08:00:02,23.8,21,0,8,0,24.3,0,,,
2017-02-23 09:00:00,23.8,21,0,7,0,24.3,0,,,
2017-02-23 10:00:02,24,21,0,6,0,24.3,0,,,
2017-02-23 11:00:01,24.4,21.1,0,6,0,24.3,0,,,
2017-02-23 12:00:00,24.8,21.1,0,6,0,24.3,0,,,
2017-02-23 13:00:02,25.2,21.2,0,7,0,24.3,0,,,
2017-02-23 14:00:01,25.8,21.3,0,8,0,24.3,3,,,
2017-02-23 15:00:02,26.7,21.3,0,8,0,24.3,0,,,
2017-02-23 16:00:02,27.3,21.4,0.01,7,0,24.3,0,,,
2017-02-23 17:00:02,27.5,21.4,0,8,0,24.3,0,,,
2017-02-23 18:00:02,27.5,21.4,0,8,0,24.3,0,,,
2017-02-23 19:00:01,27.3,21.4,0,7,0,24.3,0,,,
2017-02-23 20:00:01,27.1,21.4,0,8,0,24.3,0,,,
2017-02-23 21:00:01,26.7,21.3,0,7,0,24.3,0,,,
2017-02-23 22:00:01,26.4,21.3,0,7,0,24.3,0,,,
2017-02-23 23:00:01,26,21.2,0,6,0,24.3,0,,,
2017-02-24 00:00:00,25.7,21.2,0,7,0,24.3,0,,,
2017-02-24 01:00:01,25.4,21.1,0,7,0,24.3,0,,,
2017-02-24 02:00:00,25,20.9,0,7,0,24.3,0,,,
2017-02-24 03:00:00,24.8,20.9,0,8,0,24.3,0,,,
2017-02-24 04:00:00,24.5,20.9,0,7,0,24.3,0,,,
2017-02-24 05:00:00,24.3,20.9,0,8,0,24.3,0,,,
2017-02-24 06:00:00,24.1,20.9,0,7,0,24.3,0,,,
2017-02-24 07:00:00,23.8,20.9,0,6,0,24.3,0,,,
2017-02-24 08:00:00,23.6,20.9,0,6,0,24.3,0,,,
2017-02-24 09:00:00,23.4,20.9,0,8,0,24.3,0,,,
2017-02-24 10:00:03,23.3,20.9,0,7,0,24.3,0,,,
2017-02-24 11:00:02,23.3,20.9,0,7,0,24.3,0,,,
2017-02-24 12:00:02,23.4,20.9,0,9,0,24.3,0,,,
2017-02-24 13:00:02,23.5,20.9,0,6,0,24.3,0,,,
2017-02-24 14:00:02,23.6,20.9,0,7,0,24.3,0,,,
2017-02-24 15:00:02,23.7,20.9,0,7,0,24.3,0,,,
2017-02-24 16:00:02,23.8,20.9,0,6,0,24.3,0,,,
2017-02-24 17:00:01,24,20.9,0.01,7,0,24.3,0,,,
2017-02-24 18:00:01,24,20.9,0,7,0,24.3,0,,,
2017-02-24 19:00:01,24,20.9,0,7,0,24.3,0,,,
2017-02-24 20:00:01,23.8,20.9,0,7,0,24.3,0,,,
2017-02-24 21:00:01,23.6,20.9,0.01,6,0,24.3,0,,,
2017-02-24 22:00:01,23.4,20.9,0,6,0,24.3,0,,,
2017-02-24 23:00:00,23.2,20.9,0,7,0,24.3,0,,,
2017-02-25 00:00:00,23.1,20.8,0,7,0,24.3,0,,,
2017-02-25 01:00:00,22.9,20.8,0.01,7,0,24.3,0,,,
2017-02-25 02:00:00,22.8,20.8,0.01,7,0,24.3,0,,,
2017-02-25 03:00:00,22.5,20.8,0,7,0,24.3,0,,,
2017-02-25 04:00:00,22.4,20.8,0,7,0,24.3,0,,,
2017-02-25 05:00:00,22.3,20.7,0,8,0,24.3,0,,,
2017-02-25 06:00:00,22.1,20.7,0,7,0,24.3,0,,,
2017-02-25 07:00:00,22,20.7,0,7,0,24.3,0,,,
2017-02-25 08:00:00,21.9,20.7,0.01,7,0,24.3,0,,,
2017-02-25 09:00:00,21.8,20.7,0,7,0,24.3,0,,,
2017-02-25 12:30:01,22.5,20.8,0,7,0,24.2,0,,,
2017-02-25 13:00:00,22.8,20.9,0,7,0,24.2,0,,,
2017-02-25 14:00:00,23.3,20.9,0,7,0,24.3,0,,,
2017-02-25 15:00:01,23.9,20.9,0,8,0,24.3,0,,,
2017-02-25 16:00:02,24.2,21,0,8,0,24.3,0,,,
2017-02-25 17:00:02,24.4,21,0,8,0,24.3,0,,,
2017-02-25 18:00:00,24.4,21,0,9,0,24.3,0,,,
2017-02-25 19:00:01,24.3,21,0,8,0,24.3,0,,,
2017-02-25 20:00:01,24.2,20.9,0.01,7,0,24.3,0,,,
2017-02-25 21:00:02,24,20.9,0,8,0,24.3,0,,,
2017-02-25 22:00:00,23.8,20.9,0,7,0,24.3,0,,,
2017-02-25 23:00:00,23.6,20.9,0,7,0,24.3,0,,,
2017-02-26 00:00:01,23.4,20.8,0,7,0,24.3,0,,,
2017-02-26 01:00:02,23.2,20.8,0,6,0,24.3,0,,,
2017-02-26 02:00:00,23.1,20.8,0,8,0,24.3,0,,,
2017-02-26 03:00:01,22.9,20.7,0,8,0,24.3,0,,,
2017-02-26 04:00:01,22.7,20.7,0,8,0,24.3,0,,,
2017-02-26 05:00:02,22.5,20.7,0,7,0,24.3,0,,,
2017-02-26 06:00:00,22.4,20.7,0,8,0,24.3,0,,,
2017-02-26 07:00:00,22.3,20.7,0,7,0,24.3,0,,,
2017-02-26 08:00:01,22.1,20.7,0,7,0,24.3,0,,,
2017-02-26 09:00:02,22.1,20.7,0,7,0,24.3,0,,,
2017-02-26 10:00:03,22.1,20.7,0,8,0,24.3,0,,,
2017-02-26 11:00:01,22.5,20.7,0,7,0,24.3,0,,,
2017-02-26 12:00:02,22.9,20.8,0,8,0,24.3,0,,,
2017-02-26 13:00:02,23.3,20.9,0,8,0,24.3,0,,,
2017-02-26 14:00:00,24.1,20.9,0,7,0,24.3,0,,,
2017-02-26 15:00:01,25,21,0.01,9,0,24.3,0,,,
2017-02-26 16:00:02,25.6,21,0,9,0,24.3,0,,,
2017-02-26 17:00:00,26.1,21.1,0,8,0,24.3,0,,,
2017-02-26 18:00:01,26.2,21.1,0,7,0,24.3,0,,,
2017-02-26 19:00:01,26,21.1,0,8,0,24.3,0,,,
2017-02-26 20:00:02,25.6,21,0,7,0,24.3,0,,,
2017-02-26 21:00:00,25.3,21,0,8,0,24.3,0,,,
2017-02-26 22:00:01,24.9,20.9,0,7,0,24.3,0,,,
2017-02-26 23:00:02,24.6,20.9,0,8,0,24.3,0,,,
2017-02-27 00:00:02,24.3,20.9,0,7,0,24.3,0,,,
2017-02-27 01:00:00,24,20.8,0,6,0,24.3,0,,,
2017-02-27 02:00:01,23.7,20.8,0.01,6,0,24.3,0,,,
2017-02-27 03:00:02,23.3,20.7,0,6,0,24.3,0,,,
2017-02-27 04:00:02,23,20.7,0,7,0,24.3,0,,,
2017-02-27 05:00:00,22.8,20.7,0,7,0,24.3,0,,,
2017-02-27 06:00:01,22.6,20.7,0,6,0,24.4,0,,,
2017-02-27 07:00:02,22.4,20.5,0.01,6,0,24.4,0,,,
2017-02-27 08:00:02,22.3,20.5,0,7,0,24.4,0,,,
2017-02-27 09:00:00,22.2,20.4,0,7,0,24.3,0,,,
2017-02-27 10:00:01,22.3,20.4,0,8,0,24.3,0,,,
2017-02-27 11:00:01,22.6,20.4,0,8,0,24.4,0,,,
2017-02-27 12:00:02,23.1,20.5,0.01,8,0,24.3,0,,,
2017-02-27 19:50:01,23.5,20.5,0,8,0,24.2,0,,,
2017-02-27 20:00:01,23.5,20.5,0.01,7,0,24.2,0,,,
2017-02-27 21:00:02,23.4,20.5,0,8,0,24.3,0,,,
2017-02-27 22:00:00,23.2,20.5,0,8,0,24.3,0,,,
2017-02-27 23:00:00,23.1,20.5,0,7,0,24.4,0,,,
2017-02-28 00:00:01,22.8,20.5,0,7,0,24.4,0,,,
2017-02-28 01:00:02,22.6,20.4,0,8,0,24.4,0,,,
2017-02-28 02:00:00,22.4,20.4,0,9,0,24.4,0,,,
2017-02-28 03:00:00,22.1,20.4,0,8,0,24.4,0,,,
2017-02-28 04:00:01,21.9,20.3,0,8,0,24.4,0,,,
2017-02-28 05:00:02,21.7,20.3,0,7,0,24.4,0,,,
2017-02-28 06:00:03,21.6,20.3,0,7,0,24.4,0,,,
2017-02-28 07:00:00,21.5,20.3,0,8,0,24.4,0,,,
2017-02-28 08:00:01,21.3,20.3,0,7,0,24.4,0,,,
2017-02-28 09:00:02,21.3,20.3,0,7,0,24.4,0,,,
2017-02-28 10:00:02,21.5,20.4,0,6,0,24.4,0,,,
2017-02-28 11:00:00,21.9,20.5,0,7,0,24.4,1,,,
2017-02-28 12:00:01,22.4,20.5,0,8,0,24.4,0,,,
2017-02-28 13:00:01,22.9,20.6,0,8,0,24.4,0,,,
2017-02-28 14:00:02,23.5,20.7,0,9,0,24.4,0,,,
2017-02-28 15:00:02,24.1,20.7,0,7,0,24.4,0,,,
2017-02-28 16:00:00,24.6,20.8,0,8,0,24.4,0,,,
2017-02-28 17:00:01,24.9,20.8,0,6,0,24.4,0,,,
2017-02-28 18:00:01,24.9,20.8,0,8,0,24.4,0,,,
2017-02-28 19:00:02,24.8,20.8,0,7,0,24.4,0,,,
2017-02-28 20:00:00,24.6,20.7,0,9,0,24.4,0,,,
2017-02-28 21:00:00,24.4,20.7,0,8,0,24.4,0,,,
2017-02-28 22:00:01,24.2,20.7,0,8,0,24.4,0,,,
2017-02-28 23:00:02,23.9,20.7,0,7,0,24.4,0,,,
2017-03-01 00:00:02,23.7,20.6,0,9,0,24.4,0,,,
2017-03-01 01:00:00,23.4,20.5,0,8,0,24.4,0,,,
2017-03-01 02:00:01,23.1,20.5,0,7,0,24.4,0,,,
2017-03-01 03:00:02,22.9,20.5,0,8,0,24.4,0,,,
2017-03-01 04:00:02,22.6,20.5,0,8,0,24.4,0,,,
2017-03-01 05:00:00,22.4,20.4,0,8,0,24.4,0,,,
2017-03-01 06:00:01,22.1,20.4,0,7,0,24.4,0,,,
2017-03-01 07:00:02,21.9,20.4,0,7,0,24.4,0,,,
2017-03-01 08:00:02,21.7,20.4,0,7,0,24.4,0,,,
2017-03-01 09:00:00,21.6,20.4,0,6,0,24.4,0,,,
2017-03-01 10:00:01,21.7,20.4,0,7,0,24.4,0,,,
2017-03-01 11:00:01,22.1,20.5,0.01,7,0,24.4,0,,,
2017-03-01 12:00:02,22.5,20.5,0,8,0,24.4,0,,,
2017-03-01 13:00:02,23.1,20.6,0,7,0,24.4,0,,,
2017-03-01 14:00:00,23.9,20.7,0.01,8,0,24.4,0,,,
2017-03-01 15:00:01,24.8,20.7,0,9,0,24.4,0,,,
2017-03-01 16:00:01,25.4,20.9,0,7,0,24.4,0,,,
2017-03-01 17:00:02,25.9,20.9,0,8,0,24.4,0,,,
2017-03-01 18:00:00,26,20.9,0,8,0,24.4,0,,,
2017-03-01 19:00:00,25.9,20.9,0,9,0,24.4,0,,,
2017-03-01 20:00:01,25.6,20.8,0,9,0,24.4,0,,,
2017-03-01 21:00:02,25.2,20.7,0,8,0,24.4,0,,,
2017-03-01 22:00:02,24.8,20.7,0,8,0,24.4,0,,,
2017-03-01 23:00:00,24.5,20.7,0,8,0,24.4,0,,,
2017-03-02 00:00:01,24.1,20.6,0,7,0,24.4,0,,,
2017-03-02 01:00:01,23.8,20.5,0,7,0,24.4,0,,,
2017-03-02 02:00:02,23.5,20.5,0,6,0,24.4,0,,,
2017-03-02 03:00:00,23.1,20.5,0,6,0,24.4,0,,,
2017-03-02 04:00:01,22.9,20.5,0,9,0,24.4,0,,,
2017-03-02 05:00:01,22.5,20.4,0,8,0,24.4,0,,,
2017-03-02 06:00:02,22.3,20.4,0,8,0,24.4,0,,,
2017-03-02 07:00:00,22.1,20.3,0,8,0,24.4,0,,,
2017-03-02 08:00:01,21.9,20.3,0,8,0,24.4,0,,,
2017-03-02 09:00:01,21.8,20.3,0,8,0,24.4,0,,,
2017-03-02 10:00:02,21.9,20.4,0,8,0,24.4,0,,,
2017-03-02 11:00:00,22.2,20.5,0,9,0,24.4,0,,,
2017-03-02 12:00:00,22.7,20.5,0,8,0,24.4,0,,,
2017-03-02 13:00:01,23.2,20.5,0.01,8,0,24.4,0,,,
2017-03-02 14:00:02,24,20.6,0,8,0,24.4,0,,,
2017-03-02 15:00:02,24.8,20.7,0,7,0,24.4,0,,,
2017-03-02 16:00:00,25.2,20.8,0,7,0,24.4,0,,,
2017-03-02 17:00:00,25.3,20.7,0,7,0,24.4,0,,,
2017-03-02 18:00:01,25.3,20.7,0,7,0,24.4,0,,,
2017-03-02 19:00:02,25.1,20.7,0,7,0,24.4,0,,,
2017-03-02 20:00:03,24.9,20.7,0,8,0,24.4,0,,,
2017-03-02 21:00:00,24.6,20.7,0,7,0,24.4,0,,,
2017-03-02 22:00:01,24.3,20.6,0,9,0,24.4,0,,,
2017-03-02 23:00:02,24,20.5,0,6,0,24.4,0,,,
2017-03-03 00:00:02,23.6,20.5,0,6,0,24.4,0,,,
2017-03-03 01:00:00,23.2,20.5,0,7,0,24.4,0,,,
2017-03-03 02:00:01,22.9,20.4,0,6,0,24.4,0,,,
2017-03-03 03:00:02,22.6,20.4,0,7,0,24.4,0,,,
2017-03-03 04:00:03,22.4,20.4,0,9,0,24.4,0,,,
2017-03-03 05:00:00,22.1,20.3,0,7,0,24.4,0,,,
2017-03-03 06:00:01,21.9,20.3,0,7,0,24.4,0,,,
2017-03-03 07:00:02,21.7,20.3,0,7,0,24.4,1,,,
2017-03-03 08:00:02,21.5,20.3,0,7,0,24.4,0,,,
2017-03-03 09:00:00,21.5,20.3,0,6,0,24.4,0,,,
2017-03-03 10:00:01,21.6,20.1,0,7,0,24.4,5,,,
2017-03-03 11:00:02,21.9,20.2,0,7,0,24.4,0,,,
2017-03-03 12:00:03,22.2,20.3,0,6,0,24.4,0,,,
2017-03-03 13:00:00,22.6,20.4,0,6,0,24.4,1,,,
2017-03-03 14:00:01,23.2,20.5,0,8,0,24.4,0,,,
2017-03-03 15:00:01,24,20.5,0,7,0,24.4,0,,,
2017-03-03 16:00:02,24.7,20.7,0,6,0,24.4,0,,,
2017-03-03 17:00:00,25.1,20.7,0,6,0,24.4,0,,,
2017-03-03 18:00:00,25.2,20.7,0,7,0,24.4,0,,,
2017-03-03 19:00:01,25.1,20.7,0,7,0,24.4,0,,,
2017-03-03 20:00:02,24.9,20.6,0,5,0,24.4,0,,,
2017-03-03 21:00:02,24.6,20.5,0,6,0,24.4,0,,,
2017-03-03 22:00:00,24.3,20.5,0,7,0,24.4,0,,,
2017-03-03 23:00:01,24.1,20.5,0,8,0,24.4,0,,,
2017-03-04 00:00:01,23.8,20.5,0,6,0,24.4,0,,,
2017-03-04 01:00:00,23.6,20.4,0,7,0,24.4,0,,,
2017-03-04 02:00:00,23.5,20.4,0,7,0,24.4,0,,,
2017-03-04 03:00:02,23.3,20.4,0,7,0,24.4,0,,,
2017-03-04 04:00:02,23.1,20.4,0,9,0,24.4,0,,,
2017-03-04 05:00:01,22.9,20.4,0,6,0,24.4,0,,,
2017-03-04 06:00:01,22.7,20.3,0,7,0,24.4,0,,,
2017-03-04 07:00:00,22.5,20.3,0,7,0,24.4,0,,,
2017-03-04 08:00:00,22.3,20.3,0,6,0,24.4,0,,,
2017-03-04 09:00:02,22.2,20.3,0,7,0,24.4,0,,,
2017-03-04 10:00:01,22.3,20.3,0,7,0,24.4,0,,,
2017-03-04 11:00:01,22.7,20.4,0,7,0,24.4,0,,,
2017-03-04 12:00:01,23.2,20.4,0,8,0,24.4,0,,,
2017-03-04 13:00:00,23.8,20.5,0.01,7,0,24.4,0,,,
2017-03-04 14:00:02,24.5,20.6,0,6,0,24.4,0,,,
2017-03-04 15:00:02,25.3,20.7,0.01,8,0,24.4,0,,,
2017-03-04 16:00:01,25.7,20.7,0,8,0,24.4,0,,,
2017-03-04 17:00:00,26,20.7,0,7,0,24.4,0,,,
2017-03-04 18:00:03,25.9,20.7,0,7,0,24.4,0,,,
2017-03-04 19:00:02,25.8,20.7,0,7,0,24.4,0,,,
2017-03-04 20:00:01,25.6,20.6,0,9,0,24.4,0,,,
2017-03-04 21:00:01,25.4,20.6,0,9,0,24.4,0,,,
2017-03-04 22:00:00,25.1,20.5,0,7,0,24.4,0,,,
2017-03-04 23:00:00,24.9,20.5,0,7,0,24.4,0,,,
2017-03-05 00:00:02,24.6,20.5,0,7,0,24.4,0,,,
2017-03-05 01:00:02,24.3,20.5,0,6,0,24.4,0,,,
2017-03-05 02:00:01,24.1,20.4,0,7,0,24.4,0,,,
2017-03-05 03:00:00,23.8,20.4,0,7,0,24.4,0,,,
2017-03-05 04:00:00,23.5,20.3,0,7,0,24.4,0,,,
2017-03-05 05:00:02,23.2,20.3,0,7,0,24.5,0,,,
2017-03-05 06:00:02,23.1,20.3,0,7,0,24.5,0,,,
2017-03-05 07:00:01,22.8,20.3,0,7,0,24.4,0,,,
2017-03-05 08:00:01,22.6,20.3,0,8,0,24.5,0,,,
2017-03-05 09:00:00,22.5,20.2,0,7,0,24.4,0,,,
2017-03-05 10:00:00,22.6,20.3,0,6,0,24.4,0,,,
2017-03-05 11:50:01,23.5,20.4,0,6,0,24.4,0,,,
2017-03-05 12:00:01,23.6,20.4,0.01,6,0,24.4,0,,,
2017-03-05 20:20:01,26.7,20.7,0.01,8,0,24.5,0,,,
2017-03-05 22:00:01,25.9,20.6,0,8,0,24.4,0,0,0,
2017-03-05 23:00:00,25.8,20.6,0,7,0,24.4,0,409,686,
2017-03-06 00:00:01,25.4,20.5,0,7,0,24.4,0,0,0,
2017-03-06 01:00:02,25.2,20.5,0,8,0,24.4,0,0,0,
2017-03-06 02:00:01,25,20.4,0,8,0,24.5,0,0,0,
2017-03-06 03:00:00,24.7,20.4,0,7,0,24.5,0,0,0,
2017-03-06 04:00:00,24.5,20.4,0,8,0,24.5,0,0,0,
2017-03-06 05:00:02,24.3,20.4,0,6,0,24.5,0,0,0,
2017-03-06 06:00:02,24.2,20.3,0,7,0,24.5,0,0,0,
2017-03-06 07:00:01,24,20.3,0,8,0,24.5,0,0,0,
2017-03-06 08:00:00,23.8,20.3,0,8,0,24.5,0,0,0,
2017-03-06 09:00:00,23.8,20.3,0,6,0,24.5,0,2,1886,
2017-03-06 10:00:00,24,20.3,0,9,0,24.5,0,51,98,
2017-03-06 14:30:01,26,20.5,0,7,0,24.5,0,0,0,
2017-03-06 15:00:01,26.4,20.5,0,9,0,24.5,0,0,0,
2017-03-06 16:00:00,26.8,20.6,0,9,0,24.5,0,0,0,
2017-03-06 17:00:00,26.9,20.6,0,6,0,24.5,0,0,0,
2017-03-06 18:00:00,26.8,20.6,0,8,0,24.5,0,0,0,
2017-03-06 19:00:02,26.6,20.6,0,8,0,24.5,0,0,0,
2017-03-06 20:00:01,26.3,20.5,0,7,0,24.5,0,0,0,
2017-03-06 21:00:01,26,20.5,0,9,0,24.5,0,0,44,
2017-03-06 22:00:00,25.7,20.5,0,7,0,24.5,0,0,0,
2017-03-06 23:00:02,25.4,20.5,0,7,0,24.5,0,0,0,
2017-03-07 00:00:01,25.2,20.4,0,8,0,24.5,0,0,0,
2017-03-08 17:20:01,23.3,20.4,0,8,0,24.5,0,0,0,
2017-03-08 18:00:02,23.3,20.4,0,9,0,24.5,0,0,0,
2017-03-08 19:00:02,23.3,20.4,0,7,0,24.5,0,0,0,
